,Title,Full_content,Date,Author,Source_link,Words_count,Negative_words,Positive_words,Sentence_count,Sentiment,News_type
97,"  D’banj: Name govt officials involved, Tweeps tell ICPC  ","Singer  Oladapo Oyebanji popularly known as D’banj, has been arrested and detained by the Independent Corrupt Practices and other Related Offences Commission for allegedly collaborating with some government officials to introduce ghost beneficiaries into the payroll of the N-Power scheme in order to divert funds. His arrest and detention was confirmed by our correspondent on Wednesday. Since his arrest, some Nigerians on Twitter have demanded that the ICPC name the government officials who were involved in the alleged fraud as well. A tweep, Mark Dasouze, asked, “What of the government officials involved? What are their names and have they been detained?” Related News  Fund diversion: D’banj doesn’t engage in illegal dealings - Lawyers  Fund diversion: ICPC detains music star, D’banj  ICPC website ranked best of 220 ministry, agency portals Another tweep identified as TC said, “By the time ICPC is done investigating N-Power account not only D’banj will be arrested. Besides N-Power, all other programmes should be investigated.” Idris tweeted, “Bro! They said D’banj and some govt officials diverted money. They mentioned D’banj’s name but didn’t mention any govt officials. Government officials are now “Unknown Fraud Men” UFM.” “I don’t support any diversion of what should be for the benefit of others if that is it. But what about those in public offices, who claimed to be civil servants but are evil servants that have been diverting our resources to enrich their pockets?” Sunny Alex tweeted. Focusing on the lifestyle of celebrities, a tweep Penking said, “If D’banj is convicted, it will prove that most Nigerian celebrities are funding their glamorous lifestyle with fraud. No hit song for two decades, no concerts or one boring skit with 1000 views but you are buying house in Banana Island. You must be Jesus Christ of our time.”",7th December 2022,Vivian Nwaikwu,"""https://punchng.com/dbanj-name-govt-officials-involved-tweeps-tell-icpc/""",295,65,51,17,-0.05,Bad News
98,  JUST IN: Court throws out suit challenging Tinubu’s candidacy  ,"A suit challenging the candidacy of  Bola Tinubu as the presidential candidate of All Progressives Congress has been dismissed by a Federal High Court sitting in Abuja. A rights advocate and APC stalwart  Ngozika Ihuoma, had dragged Tinubu and the Peoples Democratic Party’s candidate, Atiku Abubakar, to court on June 9 for allegedly violating extant electoral laws few days after the former Lagos State Governor won the APC presidential primary. In the suit marked FHC/ ABJ/CS/854/2022, the two presidential candidates were sued alongside their parties, Independent National Electoral Commission and the office of the Attorney-General of the Federation. Ihuoma sought for six reliefs, which included INEC barring Tinubu from contesting the 2023 presidential election. In defense of the suit, the law office of Babatunde Ogala (SAN) & Co on behalf of the APC filed a counter affidavit in opposition to the originating summons and a notice of preliminary objection. The case was however dismissed by the Federal High Court in Abuja on Monday. Justice Fadima Muritala described the plaintiff as a “meddlesome interloper having no locus standi to institute the suit.” Related News  APC sets up committee to debunk lies against Tinubu  Tinubu will defeat Kwankwaso in Kano - Commissioner   PICTORIAL: Supporters gather at APC presidential rally in Bayelsa  He, therefore, dismissed the case for being speculative after APC’s counsel, Julius Ishola Esq, from Babatunde Ogala had urged the court to dismiss it with heavy cost for wasting judicial time. It was the fourth case to be dismissed by the court in recent times. This was further confirmed in a statement issued by the Director of Media and Publicity for the APC Presidential Campaign Council, Bayo Onanuga, hours after the ruling. Onanuga disclosed that the counter affidavit challenged Ihuoma’s locus standi and grounds for the action. He said, “The counter affidavit also punctured Ihuoma’s case as academic, theoretical and an abuse of court process. The court on Monday upheld the defense counsel’s objections and struck out the case. “In the last couple of weeks, the courts have dismissed several cases brought against Asiwaju Tinubu by opposition elements, including Action Alliance, for being frivolous, lacking in merit and abuse of court processes.”",7th December 2022,Adebayo Folorunsho-Francis,"""https://punchng.com/just-in-court-throws-out-suit-challenging-tinubus-candidacy/""",361,94,37,14,-0.16,Bad News
99,  Audit queries: Senate threatens MDAs with zero allocation  ,"The Senate has threatened to withhold the 2023 Capital Budget of 100 Federal Ministries  Departments and Agencies until they answer the queries raised against them by the Auditor General for the Federation. The Senate President, Ahmad Lawan, made this known on the floor of the Senate while ruling on a point of order raised by the Chairman, Senate Public Accounts Committee, Senator Matthew Urhoghide. Urhoghide, who came under a point of order, drew the attention of his colleagues to the flagrant disregard of heads of federal MDAs to Senate invitations to answer queries raised against them by the Auditor-General of the Federation. He lamented that the agencies’ heads, who were public officers, were disrespecting the Senate despite the fact that Sections 88 and 89 of the Constitution gave the red chamber power to summon them. Some of the MDAs are: Office of the Accountant General of the Federation; Ministries of Interior; Transportation; Mines and Solid Mineral Development; Information; Communication; Petroleum; Defence; Police Affairs; Sports; Works and Housing; and Women Affairs. Others are: the State House; Presidential Fleet; Nigeria Security and Civil Defence Corps; Independent National Electoral Commission; North-East Development Commission; Nigerian Intelligence Agency; and the Nigerian Air Force, among others. Urhoghide said, “The agencies that have vehemently refused to appear before our committee, this list of agencies and the amount that is against their name are staggering. Related News  Senate summons Shell over alleged contract breach  Senate proposes bill against indiscriminate waivers, incentives  Senate probes job racketeering in NDDC “I crave your indulgence that we invite through your order, either by way of warrant of arrest or anything, so that these agencies can come that we can complete our report and submit to this Senate, coming under order 42, 95 which clearly explains the mandate of the committee of public account of the Senate.” Lawan upheld Urhoghide’s point of order and insisted that the public officers who utilised funds appropriated to their MDAs must give account. He said, “Your point of order are sustained fully and completely, totally sustained, you are right on the dot to bring to the plenary your grievances. Secondly, I once served as chairman of the public account committee for eight years. My only problem is when you write agencies and they refuse to honour the invite, you’d many times be forced to bring them through a warrant of arrest. “Reading this list at plenary gives the agencies the opportunity to now know if they were not aware before for those that may claim ignorance. “I am taking the opportunity here to advise that in the next one week, if the name of any agency is here, that agency should reach the committee on public account of the Senate to sort our when the agency would appear before the committee. “If there is no communication whatsoever and no cogent and verifiable reason are given, we will slash the budget of the agencies.”",7th December 2022,Tope Omogbolagun,"""https://punchng.com/audit-queries-senate-threatens-mdas-with-zero-allocation/""",486,89,39,15,-0.1,Bad News
100,  Five diesel-laden tankers catch fire in Kano  ,"Five tankers containing 20 400 litres of diesel were on Tuesday gutted in fire in Farawa Kwanar Yashi area of Kano State. According to the state fire service, the fire started from a generator spark as the portable generator was used to upload the products from the diesel tankers to surface tanks in an uncompleted building used as a diesel storage area. The spokesperson of the state fire service, Saminu Abdullahi, said that no casualty was recorded in the inferno, adding that although three people were trapped in the fire, they had been rescued and taken to the hospital for treatment. Abdullahi said, “Three victims who were trapped namely Mai Daura Sadi 24 years old, Hassan Sadi and Iliyasu Sadi about 25 years respectively were all rescued alive.” He further stated that the firefighters arrived the scene at 00:29 after an emergency call  from a staff of the company alerted them of the fire incident. Related News  Three dead as fire guts building in Kano  Four family members die in Kano fire He added that upon arrival men discovered that an uncompleted building of about 200 x 200 ft used as a diesel storage area,  five diesel tankers containing about 20,400 litres of diesel, one Lifan machine and three portable generators were ablaze. The spokesperson said the firefighters were able to bring the situation under control saving three diesel tankers and nine surface tanks and also curtailed the fire from spreading to other premises.    ",7th December 2022,Sharon Osaji,"""https://punchng.com/five-diesel-laden-tankers-catch-fire-in-kano/""",244,50,26,7,-0.1,Bad News
101,  Mozambique ex-president's son jailed 12 years for corruption  ,"A Mozambican court on Wednesday sentenced the son of Mozambique’s ex-president Armando Guebuza to 12 years in jail. This is following a vast corruption scandal in which the government unleashed financial havoc by trying to conceal huge debts. Related News  Mozambican PM sacked in major reshuffle  Nigerian tweeps share travel experiences to Mozambique  President  First Lady of Mozambique test positive for COVID-19 “The crimes committed have brought consequences whose effects will last for generations,” said Judge Efigenio Baptista who found Ndambi Guebuza guilty of embezzlement, money laundering and criminal association, in a scandal that arose after state-owned companies in the impoverished country illicitly borrowed $2billion between 2013 and 2014. AFP",7th December 2022,Agency Report,"""https://punchng.com/mozambique-ex-presidents-son-jailed-12-years-for-corruption/""",110,60,19,3,-0.37,Bad News
102,  China loosens strict COVID restrictions  ,"China announced Wednesday a nationwide loosening of Covid restrictions following protests against the hardline strategy that grew into calls for greater political freedoms. Anger over China’s zero-Covid policy  which involved mass lockdowns, constant testing and quarantines even for people who are not infected, stoked unrest not seen since the 1989 pro-democracy protests. Under the new guidelines announced by the National Health Commission, the frequency and scope of PCR testing — long a tedious mainstay of life in zero-Covid China — will be reduced. Lockdowns will also be scaled down and people with non-severe Covid cases can isolate at home instead of centralised government facilities. And people will no longer be required to show a green health code on their phone to enter public buildings and spaces, except for “nursing homes, medical institutions, kindergartens, middle and high schools.” The new rules scrap the forced quarantines for people with no symptoms or with mild cases. “Asymptomatic infected persons and mild cases who are eligible for home isolation are generally isolated at home, or they can voluntarily choose centralised isolation for treatment,” the new rules read. “Mass PCR testing only carried out in schools, hospitals, nursing homes and high-risk work units; scope and frequency of PCR testing to be further reduced,” they added. “People travelling across provinces do not need to provide a 48h test result and do not need to test upon arrival.” China will also accelerate the vaccination of the elderly, the NHC said, long seen as a major obstacle to the relaxation of Beijing’s no-tolerance approach to Covid. Rare demonstrations against the ruling Communist Party’s zero-Covid strategy broke out across China late last month. They expanded into calls for more political freedoms, with some even calling for President Xi Jinping to resign. Related News  China eases COVID-19 measures after protests  Covid protest: China censors feed from World Cup  UK condemns China for BBC journalist's arrest Authorities cracked down on subsequent efforts to protest while easing a number of restrictions, with some Chinese cities tentatively rolling back mass testing and curbs on movement. The capital Beijing, where many businesses have fully reopened, said this week that commuters were no longer required to show a negative virus test taken within 48 hours to use public transport. Financial hub Shanghai, which underwent a brutal two-month lockdown this year, announced the same rules, with residents able to enter outdoor venues such as parks and tourist attractions without a recent test. And once dominated by doom and gloom coverage of the dangers of the virus and scenes of pandemic chaos abroad, China’s tightly controlled media dramatically shifted tone to support a tentative moving away from zero-Covid. The prevalent Omicron strain is “not at all like last year’s Delta variant,” Guangzhou-based medicine professor Chong Yutian said in an article published by the Communist Party-run China Youth Daily. “After infection with the Omicron variant, the vast majority will have no or light symptoms, and very few will go on to have severe symptoms, this is already widely known,” he assured readers. But analysts at Japanese firm Nomura on Monday calculated that 53 cities — home to nearly a third of China’s population — still had some restrictions in place. Wednesday’s announcement came hours after the government released further data showing the crippling economic impacts of zero-Covid. Imports and exports plunged in November to levels not seen since early 2020. Imports in November fell 10.6 percent year-on-year, the biggest drop since May 2020, according to the General Administration of Customs. Exports fell 8.7 percent over the same period. AFP",7th December 2022,Agency Report,"""https://punchng.com/china-loosens-strict-covid-restrictions/""",591,140,67,25,-0.12,Bad News
103,"  2023: BVAS to curtail rigging, electoral malpractices - Igini  ","A former Resident Electoral Commissioner for Akwa-Ibom State of the Independent National Electoral Commission  Mike Igini, said the newly introduced Bimodal Voters Accreditation System would curtail rigging and other forms of electoral manipulations commonly perpetrated by politicians. The former REC made this known during the 2023 election townhall organised by the Abuja leadership centre, a centre of excellence in public governance set up by the Tertiary Education Trust Fund at the University of Abuja. According to a statement made available to our correspondent on Wednesday, the town hall was organised to deepen political participation of young Nigerians by providing them with the necessary trainings required for leadership. Speaking at the event, Igini said, “There will be a major paradigm shift in the 2023 polls as voters now have the ultimate power to determine winners of election. “INEC has designed a system that has brought power to the people, that is why many politicians are now afraid. “The introduction of Bimodal Voter Accreditation System in the conduct of elections will curtail rigging and other form of voting manipulations by politicians . Polling unit, ward and local government collation centres are now mere ceremonial collation centres as results entered into the BVAS are automatically loaded into the cloud system. “The amended Electoral Act proscribes severe punishment- a prison term of not less than one year or N10 million fine for electoral official that attempts to change election results.” Also quoted in the statement, the vice-chancellor of the University of Abuja, Professor Abdulrasheed Na’allah said, “This Centre of Excellence on Public Governance and Leadership has given us the opportunity to help develop leadership for this nation. Related News  US consulate trains 150 journalists in election reporting  2023: INEC to deploy 176,846 BVAS machines  Campaign gremlins, goofs and gaffes ”We are now committed totally as a university to change the cause for this nation. You know, when people say their problem is not money but how to spend it, we must teach Nigeria how to spend money, how to make decisions, how to select leaders who are ready”. Speaking further, the don cited example of Singapore that got it right on leadership recruitment system which catapulted it from a third world country to a first world nation within a short period of time. On the 2023 general elections, the Vice Chancellor called on young people to participate fully in the process, adding that the Abuja Leadership Centre’s decision to organise the townhall would go a long way to address the issue of political apathy among young Nigerians ahead of the 2023 polls. “The Centre is bringing people of thought, people who are articulate, who constantly have been discussing this and allowing us to talk about it in an environment where our young people are seating, because they are the future of us. ”They will begin to imbibe this and they will also begin to ask questions. We want Nigerians to be asking these questions. Is voting the end of the story? Or voting and seat there and proudly say- I am standing and seating by my vote?” He said. On his part, the Director of the Centre, Professor Philip Afaha, said the townhall purposely targeted young people in order to boost their participation in the next year’s elections and subsequent electoral processes in the country. His words, “The objective of organising this town hall is to educate the public and not just the public but the young public. The University is predominantly peopled by young Nigerians and they have the right to know what will be happening in the country by February and March next year. “We are approaching a very significant phase in our nation which has to do with electing those that will be in charge in the next four years. It is important to educate the young minds because these are people that are disengaged from the leadership system and establishment. “Election is very important and cannot be left in the hands of politicians alone. They (young ones) must know the technicalities, BVAS, transmission of results, how voting is to be done.”",7th December 2022,Deborah Tolu-Kolawole,"""https://punchng.com/2023-bvas-to-curtail-rigging-electoral-malpractices-igini/""",681,106,61,24,-0.07,Bad News
104,"  Fund diversion: ICPC detains music star, D’banj  ","The Independent Corrupt Practices and other Related Offences Commission has arrested and detained Afro Pop maestro  Oladapo Oyebanji popularly known as D’banj, over alleged fund diversion of millions of N-Power funds in collaboration with some government officials The PUNCH reports. He is currently detained at the ICPC Headquarters, Federal Capital Territory, Abuja. Premium Times had earlier exclusively reported that D’banj was arrested and detained on Tuesday. An impeccable source within the anti-graft agency confirmed to our correspondent that D’banj was arrested and detained on the said day after ICPC operatives forced him to surrender after threats that he’d be arrested anywhere in the world, if he failed to show up. The source, who spoke on the condition of anonymity, noted that though D’Banj had earlier been invited for questioning on several occasions the singer had refused to show up, claiming that he was out of the country for scheduled concerts. Related News  Fund diversion: D’banj doesn’t engage in illegal dealings - Lawyers  D’banj: Name govt officials involved, Tweeps tell ICPC  ICPC website ranked best of 220 ministry, agency portals The source said, “Our investigation shows that D’banj colluded with some government officials to infuse ghost beneficiaries into the payroll of the scheme. With this, the stipend paid to those ghost beneficiaries are directly paid to bank accounts linked to the singer. “On arrival he was interrogated for hours after which he was detained and his plea for administrative bail was rejected by officials, for lack of trust.” The source who noted that an official statement would soon be released concerning the matter, confirmed that D’Banj would be arraigned in court this week, for an extended remand order to enable further investigation before finally charging him to court to answer to the allegations. The spokesperson for the ICPC, Mrs. Azuka Ogugua, did not take calls or respond to text messages by our correspondent on Wednesday morning. The PUNCH reports that Ogugua and other top-ranked official of the ICPC are currently attending a programme abroad.",7th December 2022,Abiodun Sanusi,"""https://punchng.com/fund-diversion-icpc-detains-music-star-dbanj/""",333,86,36,12,-0.15,Bad News
105,  Enugu PDP gov candidate pledges to review laws  ,"The Enugu State governorship candidate of the Peoples Democratic Party  Dr Peter Mbah, has promised that his administration would review the laws of the state to make them in line with modern standards. Mbah stated this, according to a statement on Tuesday, during the opening of the 2022 Law Week of the Enugu branch of the Nigerian Bar Association held in Enugu. He also pledged to strengthen the state’s institutions including the judiciary, the public service and security agencies. Related News  A'Ibom Arewa community promises PDP gov candidate votes  Adamawa APC to appeal ruling disqualifying gov candidate  I remain authentic Ebonyi LP gov candidate - Oko-Eze He partly said, “So, as part of our strategies to actualise our vision for Enugu State, we propose transparent and inclusive governance, which will see us strengthening our institutions and those institutions include the judiciary, the public service, and, of course, the security agencies. “Under the judiciary, we intend to review our laws so that the laws of Enugu State will be in line with the requirements of modern times.  “We are going to constitute a high-powered committee that will review our laws to make sure that they are in tune with modern realities, dynamics and global standards.”",7th December 2022,Victor Ayeni,"""https://punchng.com/enugu-pdp-gov-candidate-pledges-to-review-laws/""",204,41,26,6,-0.07,Bad News
106,"  Sultan, CAN say 2023 elections won’t break Nigeria  ","The Nigeria Interreligious Council on Tuesday dismissed fears in certain quarters that the 2023 elections may make or mar the country. Rather  NIREC, under the joint leadership of the Sultan of Sokoto and President-General of the Nigerian Supreme Council for Islamic Affairs, Alhaji Sa’ad Abubakar III and the President of the Christian Association of Nigeria, Archbishop Daniel Okoh, expressed optimism that with the collective action of critical stakeholders and the people, a national rebirth for Nigeria could happen after the election. The NIREC co-chairmen dismissed the fears in Abuja during its 4th quarterly meeting with the theme, ‘Peaceful and credible elections for national renaissance’. At the event, the Secretary to the Government of the Federation, Boss Mustapha, assured stakeholders that the elections would be conducted peacefully and credibly. Related News  Nigeria, Saudi Arabia sign MoU on air safety  Nigeria, others facing huge debt crisis, says W’Bank  2023 elections won't destroy Nigeria - Sultan, CAN Abubakar said, “A lot of people made comments about the 2023 elections as a make-or-break election for Nigeria and I don’t believe in that. I refuse to believe that. The forthcoming polls are just an election in which people will go out, cast their votes in peace and then whoever emerges as the winner as the Almighty Allah decided, will be the leader of this country and the states where we all come from. I don’t believe it’s a make-or-break election. “We should not and must not play to the hands of those enemies of Nigeria who keep on parading or bringing up such issues. The CAN President said the ugly history of pre-or post-electoral violence would not be repeated in 2023 if all critical stakeholders decide to halt the trend through strategic conversation that appeals to the conscience of the political class. Okoh said, “Even people with no coherent political ideology and development agenda of any kind also engage in do-or-die politics. The other issue is the lack of transparency in the electoral process, and the ungodly alliance of some security agents with the political class to subvert the process and confer undue advantage on one political party against the others.",7th December 2022,Friday Olokor,"""https://punchng.com/sultan-can-say-2023-elections-wont-break-nigeria/""",356,83,47,11,-0.1,Bad News
107,  Benchers warn against proliferation of Law School campuses  ,"The Body of Benchers on Tuesday warned the National Assembly against giving effect to its proposal to regulate the establishment of Law Schools in the country. The Chairman of BOB  Chief Wole Olanipekun (SAN), issued the warning while admitting 4,691 new lawyers at the Call to Bar ceremony.  He said, “May we plead with the National Assembly to stop toying with the idea of promulgating laws or amending the Legal Practitioners Act, to pave way for the proliferation of Law School campuses, particularly, around the neighbourhoods of some lawmakers.  “It is within the exclusive prerogative of the Council of Legal Education, in consultation with the Body of Benchers to establish new Law School campuses.  “While I do not question the jurisdiction of the National Assembly to make laws as appropriate, Law School campuses cannot be established without clearance from the Council of Legal Education.  “What we need now is the improvement and upgrading of the existing Law School campuses, using the newly commissioned Graham Douglas Law School Campus, Port Harcourt, built and equipped by the Rivers State Government as a model. I dare say that it is the best in the country for now.”  NBA boycotts ceremony Related News  AGF to prosecute law school exam impersonators  Strike: Students cry out, fear missing law school  UNILAG Law Class 1980-1983 set marks 40+ years of friendship  This was just as the Nigerian Bar Association shunned the Call to Bar ceremony. NBA, in a statement by its National President, Mr Yakubu Maikyau (SAN), said the action was based on Olanipekun’s refusal to step aside. Maikyau stated that the lawyers’ umbrella body, had in a letter copied to the Chief Justice of Nigeria, Justice Olukayode Ariwoola, asked Olanipekun to step aside as leader of the BoB pending investigations into allegations of misconduct against him by Adekunbi Ogunde, who claimed he (Olanipekun) influenced judges to favour clients who patronise his firm.  The NBA had consequently told Olanipekun to allow his deputy, Justice Mary Odili (retd.), to preside over the Call to Bar, a request he ignored. At the ceremony, Olanipekun advised the new lawyers to always uphold the ethics of the profession and desist from acts that could portray the profession in a bad light. Earlier, the Director General of the Nigerian Law School, Prof. Isa Chiroma (SAN), said the new lawyers completed the vocational training at the Nigerian Law School as prescribed by the Legal Education Act of 1962.  According to him, out of a total of 5,802 students who participated in the exams, 4691 emerged successful representing 80.81 per cent.  A breakdown of the results showed that 119 students came out with 1st Class; 789 with 2nd Class Upper; 2, 460, 2nd Class Lower; and 1, 323 came out with Pass; while students were from the last exam.",7th December 2022,Friday Olokor and Esther Blankson,"""https://punchng.com/benchers-warn-against-proliferation-of-law-school-campuses/""",465,74,53,18,-0.05,Bad News
108,"  UPDATED: Gunmen abduct corps member, seven others in Abuja  ","…One killed  another unconscious, as gunmen escape Gunmen on Tuesday night abducted a corps member, Adenike, and seven others in Extension 2 Relocation, along Arab Road, Kubwa area of the Federal Capital Territory, Abuja. Adenike, currently observing the mandatory National Youth Service, was kidnapped in her father’s home. The PUNCH reports. A source confirmed to our correspondent that Adenike is the only daughter of her parents, adding that several others went missing after the attack. The source added that two others escaped while they were being whisked away through the hills by the kidnappers. The source said, “Adenike, the landlord’s only daughter who’s currently doing her NYSC has been kidnapped. We’re confused now because several others are also missing. “Seven others were kidnapped alongside Adenike. But two others, among the ten earlier, kidnapped, escaped and are safe now.” Related News  BREAKING: One killed, others missing as gunmen attack Abuja community  Two die in Ebonyi police, gunmen clash  Gunmen shoot three Ogun residents, three suspects nabbed Our correspondent gathered that the gunmen attacked a residence in the Extension 2 Relocation, along Arab Road, in Kubwa, and shot two males, with one of the gunshot victims dying on the spot, as the other was rushed to the hospital. During the attack, an eyewitness who reached out to our correspondent through a distress call noted that the gunmen shot sporadically at Amilomania Street and later moved to Toyin Street. He said, “We heard gunshots twice when they first stormed a house at Amilonania Street. They’re now at Toyin Street, at the last house by the hill. “They shot a tailor, Abel, popularly known as Oshodi, and he’s lying down dead. They also shot another male, but we have taken him to the Kubwa General Hospital at Phase 4, but he was unconscious. “The gunmen escaped through the hill.” When contacted, the FCT Police spokesperson, Josephine Adeh didn’t take calls not responded to text messages from our correspondent Tuesday night.",7th December 2022,Abiodun Sanusi,"""https://punchng.com/updated-gunmen-abduct-corps-member-seven-others-in-abuja/""",326,90,33,17,-0.17,Bad News
109,  Train attack victims demand FG compensation  ,"The 63 kidnapped victims of the March 28 train attack on the Abuja-Kaduna passengers are demanding compensation from the Federal Government to enable them to start a new life. Their demand came barely 24 hours after the Nigerian Railway Corporation resumed train services on the Abuja-Kaduna route. The deadly attack claimed the lives of nine passengers. Speaking to journalists in Kaduna on Tuesday  the victims lamented that most of them lost their means of livelihood during the period they were in the custody of the terrorists who kidnapped them during that attack. Related News  UN, FG select 13 states for agric scheme  FG, states should address doctors’ exodus  CONUA to sue FG over withheld salaries They also claimed that the Federal Government was yet to fulfil the promises made to them shortly after meeting with the President, Major General Muhammadu Buhari (retd.), upon their release in October, noting that most of them were already suffering from depression and psychological disorder that required urgent medical attention. The PUNCH reported that terrorists had released their captors in batches until the last batch of 23 hostages in September, out of the entire 65 hostages taken by the terrorists. On March 28, 2022, terrorists planted explosive devices along the rail track and when the Abuja-Kaduna bound AK-9 passenger train approached the point, the device exploded, causing the train to derail, leading to the death of eight passengers. Mariam Idris and Bala Mohammed spoke on behalf of the victims.",7th December 2022,Godwin Isenyo,"""https://punchng.com/train-attack-victims-demand-fg-compensation/""",244,65,30,9,-0.14,Bad News
110,  Aregbesola faction seeks reconciliation among Osun APC groups  ,"A caucus in the Osun State chapter of the All Progressives Congress  called “The Osun Progressives,” on Tuesday ended a rift with the mainstream of the party in the state and expressed readiness to work with other groups to regain power. The faction also announced the dissolution of TOP, a group that was formed last year and supported by the Minister of Interior and a former governor, Rauf Aregbesola, at the peak of the disagreement between him and his successor, Adegboyega Oyetola. Following the APC’s party congresses last year, TOP members formed and maintained a parallel party structure, from the ward to the state level, with the mainstream party, which was supported by then-governor Adegboyega Oyetola. The former Speaker of the Osun State House of Assembly, Mr Najeem Salam, addressed newsmen in Osogbo on behalf of the group, saying the group’s sole objective going forward is to harmonise with other progressive groups and embark on a rebuilding mission to reclaim state leadership. Salam said, “We are gathered here today, given the trajectory of our party and the electoral misfortune we suffered in the governorship election of July 16, 2022, leading to our painful loss, to espouse our resolve and the way forward. Related News  Aregbesola’s loyalists vow not to dump APC  We'll be careful while reconciling with Aregbesola's group - Oyetola supporters  Osun CP backing Oyetola, ignoring complaints against our attackers – Aregbesola’s camp “I am here to announce the dissolution of all factional tendencies in the party with the sole goal of uniting all core Omoluabi Progressives on a rebuilding mission that will return us to the leadership of our state and people. “We are hereby dissolving The Osun Progressives and the faction of the party associated with it to facilitate the unity of purpose that this time requires. “For effective closure, we will have a truth and reconciliation forum within the party when it is fully restructured, with the sole purpose of preventing any recurrence of the ugly past. “With this hand of fellowship and the olive branch, I believe that a new vista of hope, vision, passion, and action will emerge in our party.” When contacted for reaction, the spokesperson for APC in Osun State, Mr Kola Olabisi, said the position of the party on the decision by the faction would be made known later.",7th December 2022,Bola Bamigbola,"""https://punchng.com/aregbesola-faction-seeks-reconciliation-among-osun-apc-groups/""",388,81,56,10,-0.06,Bad News
111,  No proof I share from Lagos revenue – Tinubu  ,"The presidential candidate of the ruling All Progressives Congress  Asiwaju Bola Tinubu, has said there is no proof that he gets a share of the revenue generated by Lagos State which he once governed. Speaking in an interview with BBC Africa, monitored by our correspondent on Tuesday, Tinubu stated that since he left office in 2007, he was yet to get any government appointment or contract. He said those behind the allegation are only envious of him just as he revealed that he got his wealth through investments in real estate which he inherited and turned their values around. On his campaign, he said, “Things are going very well. I’m very confident that this election will be free and fair. I’m the front runner and that is why I’m getting many arrows.” Talking about his priorities if sworn in as President, he said, “Security and economic recovery to accelerated development, to get Nigerians employed and get inflation down. You know, monetary policy needs to be changed. Subsidy needs to be decided upon and then removed.” On what he will do about the insecurity in the country, Tinubu said it had reduced, just as he commended the President, Major General Muhammadu Buhari (retd.), for that. He said, “It’s reduced. I will defend him for that. Then, 17 local governments and about four states where we have flags of foreign jihadists in Nigeria. That is no more. That is long gone. “To start chaos is easy. To bring normalcy and redecorate is more difficult. “Here we are, Buhari has degraded, but not completely eliminated ISWAP. They will talk briefly about lethal weapons, ammunition and technological equipment that could have helped accelerate the cleanup of those. “The West is yet to feel comfortable enough with a Buhari administration to sell us the arms and technology necessary.” Asked if things would be different with the West under his administration, Tinubu said, “It could change, it might not change. But we have to look at, you know, alternatives. And those are the mass recruitment of individuals in a volunteer army to really clean up.” Related News  Speak on LG autonomy, NULGE tells Tinubu, Atiku  Tinubu’s candidacy built on grand scam - Atiku PCC  No proof I get share of Lagos revenue - Tinubu Asked why Nigerians should vote for him despite how they feel about the Buhari regime, he said, “Because I’m different. I’m Bola Ahmed Tinubu. I have governed Lagos. I built a modern state that could be a country on its own. “I’ve led an administration that was so prudent, from N600 million internally generated revenue to N5 billion a month. That’s a record. Nobody else can brag about that. “I’ve treated and tamed the Atlantic Ocean surge in Nigeria that would have perished many people in Lagos. The infrastructural renewal in Lagos is excellent. I have continuity in Lagos. “Buhari has done his best. I can’t run away from him being my friend, my leader in the party. I will not.” The former governor was then asked if Nigerians had the right to know where their next president got his wealth. “Are they enemies of wealth? If they are not enemies of wealth, investments do yield. “I have an example of Warren Buffet, one of the richest in America and the world. He started with stock buying and brokerages. “I inherited great real estate. I turned the values around. I’m not denying my wealth. I have not been… I was the most investigated, the most accused governor in opposition up to, you know, for eight years and up to 2007. “And since I left the office, I’m still there, I’ve not taken any government appointment, no government contract.” On allegations that he was getting a share of the revenues Lagos was getting, he said, “Hey, excuse me, share, what? Have they proven it? The World Bank and IMF have investigated the records in Lagos State. What’s wrong with them? It’s envy, envy, envy.” In response to choosing between the other candidates if he was not contesting in the presidential race, he said, “None, because they are not as competent as any other person out there. They have no track record. None of them is qualified except me.”",7th December 2022,Segun Adewole,"""https://punchng.com/no-proof-i-share-from-lagos-revenue-tinubu/""",705,95,91,55,-0.01,Bad News
